ID,English,Kashmiri
3686,I did not find it so funny.,مےٚ باسیو نہٕ یہِ تیوٗ ٹھٹھٕ وول۔
3687,Children had fun at the party.,بچن آو دعوتس منٛز مزٕ۔
3688,The major function of the judiciary is to maintain law and order in a society.,عدالتٕچ ساروٕے کھۄتہٕ اہم کٲم چھےٚ امن و امان برقرار تھاوُن
3689,We have to attend a function in the evening.,اسہِ چھےٚ دِگرس أکِس تقریٖبہِ منٛز شِرکت کرٕنۍ۔
3690,Keep functional clothing in the cupboard.,اِستعمالٕکۍ پَلو تھاو المارِ منٛز۔
3691,The prime minister helped the flood victims from his fund.,وزیٖر اعظمن کٔر سٔہلاب زدن پنٛنہِ مٲلی ذخیٖرٕ منٛز مدد۔
3694,Fresh air is fundamental to good health.,تازٕٕ ہوا چُھ جان صحتہٕ خٲطرٕ اہم۔
3695,He took part in the funeral.,تٔمۍ کٔر جنازس منٛز شِرکت۔
3696,He told us a funny story.,تٔمۍ ؤنۍ اسہِ اکھ مزاقیہ دلیل۔
3697,The refrigerator is making a funny noise.,ریفرٛجریٹرس چھےٚ اکھ عجیٖب آواز نیران۔
3698,A rich man’s joke is always funny.,امیٖر نفرٕ سُنٛد ٹھٹھٕ چُھ ہمیشہٕ لُطُف وول آسان۔
3699,Sheep has fur.,کَٹس چھےٚ جتھ آسان۔
3701,A furious storm uprooted the trees.,أکۍ خطرناک طوٗفانن أنۍ کُلۍ موٗلہٕ کٔڑِتھ۔
3702,They've furnished the room very simply.,تِمو چُھ کُٹھ واریاہ سادگی سان سجوومُت۔
3703,I will furnish all you need.,یہِ ژےٚ ضرورت چُھے تہِ تھاوٕ بہٕ دستِیاب۔
3704,Furniture adds decor to the room.,کُرسی میز چھِ کُٹھِس سجاوٹس منٛز ہُرٮ۪ر کران۔
3706,I want to hear his speech further.,بہٕ چُھس تٔمۍ سٕنٛز تقریر برٛونٛہہ کُن بوزُن یژھان۔
3707,He determined to travel no further that night.,تٔمۍ کٔوٚر راتھ کیُتھ زیادٕ دوٗر سفر نہ کرنُک فٲصلہٕ۔
3708,"Further,it has come to my notice.",مزیٖد، یہِ چُھ میٲنِس توجس منٛز آمُت۔
3709,Mahatma Gandhi furthered the cause of peace.,مہاتما گاندھی ین پکنوو امنُک مقصد برٛونٛہہ کُن۔
3710,I suggest you to buy this product. It is good and furthermore it is cheaper also.,بہٕ چھسَے ژےٚ یہِ چیٖز ہٮ۪نُک مشورٕ دِوان۔ یہِ چُھ اصٕل تہِ تہٕ امہِ علاوٕ سستہٕ تہِ۔
3711,I was shaking with fury.,مےٚ ٲس شرارتہٕ سۭتۍ تھرتھر۔
3712,The fury of the storm abated.,واوُک قہر ہَمیوو۔
3713,Who knows what will happen in the future.,کس چھےٚ خبر یِنہٕ وٲلِس وقتس منٛز کیاہ سپدِ۔
3715,Let's see what happens in future.,وٕچھو آیِنٛدٕ کیا گژھِ۔
3716,A good student plans for his future.,اکھ جان طٲلبہِ علم چُھ مُستقبِل خٲطرٕ منصوٗبہٕ بناوان۔
3718,His business is bringing him a lot of gains.,تٔمۍ سُنٛد کاروبار چُھ تس واریاہ زیادٕ نفع دِوان۔
3720,They gained in wheat this year.,تِمو تُل یُہُس کٕنکَس منٛز فٲیدٕ۔
3721,"After six hours of cycling, he finally gained the finishing line.",شیٚن گٲنٛٹن سایکل چلاونہٕ پتہٕ ووت سُہ ٲخری مقامس۔
3722,My watch gains by five minutes.,میٲنۍ گٔر چھےٚ پانٛژھ مِنٹ برٛونٛہہ۔
3723,He is maintaining a garage.,سُہ چُھ گِراج سنبالان
3725,I bought some woollen garments for my parents.,مےٚ أنۍ مٲلِس ماجہِ خٲطرٕ گرٕم پَلَو
3727,Hamid talks all gas so don`t believe him.,حامِد چُھ ٹَر ونان لحاظا گژھِ نہٕ تس پژھ کرٕنۍ
3728,She gassed herself to death.,تمہِ مور پنُن پان زہریلہٕ گیس چٮ۪تھ
3729,The gate of the fort is made of iron and wood.,کلعُک دروازٕ چُھ لٔکرِ تہٕ شیٚشترُک بنیومُت
3730,Th students who boycotted the classes were gated.,طالبہِ علمو یِمو کلاس ترک کٔرۍ آیہِ بنٛد کرنہٕ
3731,I like two gathers in my trousers.,مےٚ چِ پننِس پٲجامس منٛز زٕ تَہہ خۄش کران
3732,I like to gather flowers.,مےٚ چھِ پوش جمع کرٕنۍخۄش کران
3733,He gathered as many flowers as he could.,تٔمۍ کٔر ۍ تیٖتۍ پوش جمع ییٖتۍ تٔمۍ ہیٚکۍ
3734,I gather from the recent reports that external forces are trying to create problems.,تازٕ تریٖن رِپورٹو تلہٕ چُھ مےٚ یہِ فِکرِ تران زِ بیٖروٗنی طاقت چھِ مسلہٕ کھڑا کرنٕچ کوٗشِش کران
3735,There was a large gathering of devotees in the temple.,مٔندرس منٛز چھِ عقیٖدتمنٛدن ہٕنٛز واریاہ بِرٕ
3736,Everybody seems to be gay and happy today.,از چُھ پرٮ۪تھ کانہہ شاد تہٕ شادمان باسان
3737,He is a gay person.,سُہ چھُ اکھ زنٛدٕدِل اِنسان
3738,I carry all my sports gear in a kitbag.,مےٚ چُھ پنُن سورُے گِنٛدنُک سامان کِٹ بیگَس منٛز تھوٚومُت
3739,The Congress party seems to be moving into top gear.,کانٛگرس پارٹی چھِ رفتار سان بروٚنہہ پکان
3740,He drives in second gear.,سُہ چُھ دوٚیمِس گیرس منٛز پکان
3741,Abhimanyu was a great general of the Pandavas.,ابِمنیوٗ اوس پانٛڑون ہُنٛد اکھ اہم سپاہ سالار
3742,The general coaches of trains are always crowded.,ریلن ہٕنٛدٮ۪ن عام ڈبن چھِ واریاہ بِرٕ آسان
3744,Atomic power plants generate electricity.,تونٲنی ہٕنٛدی پلانٹ چھِ بجلی پٲدٕ کران
3745,Our generation was born in India.,سٲنۍ نسٕل چھِ ہنٛدوستانس منٛز زامٕژ
3746,Today generators are common because of frequent power cuts.,از کل چھِ پاورٕچہِ کٹوتی ہٕنٛدِ وجہہ سۭتۍ جنریٹر واریاہ عام گٔمٕتۍ
3747,Harish Chandra was a very generous king.,ہرِش چنٛدرٕ اوس واریااہ سخی بادشاہ
3748,He is genius.,سُہ چُھ عقل منٛد
3749,Ramanuja was a genius in mathematics.,رامنوجا اوس میتھس منٛز ذہین
3750,Raman`s genius as a scientist is still regarded as unique all over the world.,رمنٕن ذہانت بحیثیت ساینسدان چہِ پوٗرٕ دنیاہس منٛز مُنفرد
3751,Ram is a very gentle person.,رام چُھ واریاہ شریٖف
3752,A gentle breeze is blowing across the beach.,اکھ ہلکہٕ ہوا چُھ بیٖچس اپارِ یپور چلان
3753,He gently put down the clay cup.,تٔمۍ تھوٚ و وارٕ وارٕ میٚژِ پیالہٕ پتھر
3754,I have a genuine love for my country.,مےٚ چُھ پننہِ ملکہٕ خٲطرٕ حقیٖقی محبت
3755,India has a vast geographical area.,ہندوستانس چُھ واریاہ جغرٲفیٲیی علاقہٕ
3756,You can see geometric design on the ceiling.,ژٕ ہککھ تالوس پٮ۪ٹھ جوٚمیٹری ہٕندۍ ڈِزایِن وُچھِتھ۔
3757,He teaches in a German University.,سُہ چُھ جرمن یوٗنورسٹی منٛز پرناوان۔
3758,They talked to each other across the room in gestures.,تِمو کٔر کُٹھِس منٛز اورٕ یور اِشارو سۭتۍ کتھ۔
3759,It was a very kind gesture by him to offer his seat to the lady.,یہِ چُھ تٔمۍ سُند رُت برتاو زِ تمۍ ترٲو تس زنانہِ پنٕنۍ سیٖٹ۔
3760,I will get that dress soon.,بہٕ کرِ سُہ پوشاک جلدی حٲصِل۔
3761,She wants to get a medical seat.,سۄ چھِ ڈاکٹری سیٖٹ حٲصِل کرٕنۍ یژھان۔
3762,I did not get him.,مےٚ توٚر نہٕ تٔمۍ سُنٛد فِکری۔
3764,She gets upset if you mention her guilt.,سۄ چھے گَژھان پَریشٲن آگرتٔمۍ سٕنز گلتی ونو ۔
3765,Giant T.V. screens were put up in pubs to show matches.,پبن منز آیہِ میچ لاگنہٕ خٲطرٕ واریاہ بٔڈۍ ٹی وی سِکریٖن لاگنہٕ۔
3766,Yetis are the giants of Himalayas.,ییٚتِس چھِ ہِمالیِکۍ جِن۔
3767,I have to get a gift for her.,مےٛ چُھ تس خٲطرٕ توفہٕ اُنن۔
3768,I recieved lots of gifts on my birthday.,مےٚ واژٕ زا دۄہس پٮ۪ٹھ واریاہ ڈالہِ۔
3769,I gifted a necklace to my wife on our marriage anniversary.,مےٚ دِیُت پننہِ زنانہِ خانٛدرٕکِس ؤری سپدنس پٮ۪ٹھ اکھ ہار تحفہٕ۔
3770,Some girls drink gin.,کیٚنٛہہ کورِ چھِ شراب چٮ۪وان۔
3772,Give me a pen please.,مہربٲنی کٔرِتھ دِ مےٛ کلم ۔
3773,He is given to drinking alcohol.,سُہ چُھ شراب چٮ۪نس ٲدی گَومُت۔
3775,I am glad that you have passed the exams.,بہٕ چُھس خۄش زِژےٚ کوٚرُتھ امتحان پاس۔
3777,We got to see a glance of the superstar.,اسہِ میوٗل موقعہ سوٗپر سٹارس اکھ نظر وُچھنُک۔
3779,The glass of the window is broken.,دارِ چُھ شیٖشہٕ پُھٹمُت۔
3780,I drank water in a glass.,مےٛ چیٚیہ گِلاسس منٛز تریش۔
3782,The crowd had a glimpse of their favourite star.,ہجوٗمن وٕچھ جھلک پننِس پسندیٖدٕ سٹار سٕنز۔
3783,I glimpsed outside from the window.,مےٚ ترٲو دارِ کِنۍ نٮ۪بر نظر۔
3784,I couldn`t see in the gloom.,بہٕ چُھس نہٕ نِکِس نکِس گاشس منٛز وٕچھِتھ ہٮ۪کان
3786,The rain has gloomed the prospect of any further play.,روٗد پٮ۪نہٕ کِنی چُھ کھیلمزیٖد گِنٛدنٕکی امکانات کم کٔرۍمٕتۍ
3787,Gupta Period was known as the glorious age in Indian history.,ہندوستان کِس تواریٖخس منٛز چُھ گُپتا دور شانٛدار دور قرار دِنہٕ آمُت
3788,The soldiers have brought glory to the country.,سپاہو چھِ ملکٕچ شان بڑٲومٕژ
3789,They sang paeans in the glory of God.,تٔمۍ کوٚر رب سٕنٛدِس شانس منٛز حمد تہٕ ثناہ
3790,Nature`s glory is great.,قدرتٕچ شان چھِ اعظیٖم
3791,I took a snap of the glory of sunrise.,مےٚ تُل آفتاب کھسنہٕ کِس جلوَس اکھ فوٹوٗ
3792,She took glory in her victory at Wimbledon.,وِمبٕلڈنس منٛز کامیاب گٔژھِتھ گٔیہ، سۄ ناماور
3793,I wear gloves in winter.,بہٕ چَھس ونٛدَس اتھٕ پنٛجہِ لاگان
3794,I could see the glow on her face due to happiness.,بہٕ چھس تٔمۍ سٕنٛدِس بتھِس پٮ۪ٹھ خۄشی ہٕنٛدِ وجہہ سۭتۍ چمک وُچھِتھ ہٮ۪کان
3795,The bulb is glowing.,بٔتۍ چھِ چمکان
3796,Use glue to paste the envelope.,لفافس واٹھ کرنہٕ خٲطرٕ کر گونٛداستعمال
3797,He glued the broken chair.,تٔمۍ دِیُت پُھچہِمژِ کُرسی واٹھ
3798,Nowadays children remain glued to the television.,از کل چھِ بچہِ ٹی وی یس لٲرِتھ گژھان
3800,These clothes will go into that suitcase.,یِم پلو واتن تتھ سوٗٹ کیسس منٛز
3801,This key will not go into that lock.,یہِ کوٗنٛز اژِنہٕ تتھ قُلفس
3802,How did the meeting go?,مِٹِنٛگ کِژھ روٗز؟
3803,Have you gone mad?,ژٕ چُھکھٕ پاگل گوٚمُت؟
3804,The P.M. has already gone.,وزیٖرِ اعلٰی چُھ گۄڈے درامُت
3805,Always set goals in life.,ہمیشہِ گژھِ زِنٛدگی خٲطرٕ مقصد ژارُن
3806,Goat`s milk is good for health.,ژھاوجہِ دۄد چُھ صحتس خٲطرٕ جان
3807,I have faith in God.,مےٚ چھےٚ خدایس پٮ۪ٹھ پژھ
3808,I was sad at his going to Banglore.,بہٕ گوس تٔمۍ سٕنٛدِس بینگلور گژھنس پٮ۪ٹھ مایوٗس
3809,Gold is a precious metal.,سۄن چھ واریاہ قۭمتی دھات
3810,I bought a golden bangle for my mother.,مےٚ أنۍ پننہِ ماجہِ خٲطرٕ سۄنہٕ سٕنٛز بٕنٛگٕر
3811,I missed a golden chance of meeting Bill Gates when he visited India.,مےٚ گوٚو بِل گیٹسس میلنُک سۄنہٕ ۂری موقعہ اتھٕ ییٚلہِ سُہ ہنٛدوستان آو
3812,College days are considered as golden days by everybody.,کالجُک دورچھِ پرٮ۪تھ کانٛہہ بہتریٖن دور زانان
3813,Tiger Woods is the new world champion in golf.,ٹیگر وُڈس چُھ گافُک نوٚو ؤلڈ چمپِین
3814,One should try to be a good human being.,پرٛٮ۪تھ أکِس پزِ جان انسان بننٕچ کوٗشِش کرٕنۍ
3815,His goodness and hardwork has helped him to reach the acme in his career.,تٔمۍ سٕنٛزِ اچھٲیی تہٕ محنتن کٔر تس کیریرس منٛز عروٗجس پٮ۪ٹھ واتنس منٛز مدد
3816,Mails are carried by goods train.,ڈاک سامان چھِ ریلہٕ پکناوان
3817,The British governed India for over two hundred years.,برتانین کٔر ہنٛدوستانس دۄن ہتن ؤرۍین پیٚٹھۍ حکوٗمت
3818,The present Indian government is formed by coalition of many parties.,موٗجوٗد ہنٛدوستٲنۍ حوٗمت چھِ واریاہن پارٹین ہٕنٛدِ اتحادسۭتۍ سپُدمُت
3821,She sleeps in a nightgown.,سۄ چھِ چۄگس منٛز شۄنٛگان
3822,Somebody grabbed my handbag.,کٔمۍ تام دِژ مےٚ اتھٕ بیگس تھپھ
3823,The police grabbed the thief.,پلسن روٚ ٹ ژوٗر
3824,I am well by the grace of God.,بہٕ چَھس رب سٕنٛدِ مدتہٕ سۭتۍ ٹھیٖک
3825,A beautiful rose plant graces my garden.,أکۍ خوٗبصوٗرت گۄلاب کُلۍ أنۍ میٲنِس آنٛگنس شوٗب
3826,He has been promoted to a very high grade.,تٔمِس آیہِ تھٔدِس درجَس پٮ۪ٹھ پرٛموشن دِنہٕ۔
3827,He secured first grade in the annual exams.,سالانہٕ امتحانس منٛز آو سُہ اول
3829,The players were graded according to their recent performances.,کھِلاڑٮ۪ن آیہِ کارکدگی حسابہٕ درجہِ بنٛدی کرنہ
3830,There is a steep gradient on this road.,یتھ سڑکہِ چھِ واریاہ چڑٲے
3831,There has been a gradual improvement in his studies.,تٔمۍ سٕنٛزِ پڑٲیی منٛز آیہِ درجہ بہ درجہ بہتری
3832,Gradually you will learn all the tricks of the game.,وارٕ وارٕ ہیٚچھکھ ژٕ کھیلِ ہٕنٛز سارے چالہٕ
3833,He is a graduate in Biology.,سُہ چُھ بیالوجی منٛز گرٛیجویٹ
3835,Grain is one of the export of this region.,دانہٕ چُھ ییٚمہِ علاقُک اکھ برآمدات
3836,I do not like gram.,مےٚ چُھنہٕ چنہٕ پسنٛد
3837,I received low marks in grammar.,مےٚ آیہِ گرامرس واریاہ کم مارکس
3838,The opening ceremony was a grand show.,افتتاحی تقریٖب اوس واریاہ بوٚڈ شو
3839,I love my grandfather.,مےٚ چَھ پننِس بُڈبب سٕنٛز واریاہ ماے
3840,I stay with my grandmother.,بہٕ چُھس پننہِ نانہِ سۭتۍ روزان
3844,The baby tightly grasped his mother`s finger.,بچن رٔٹ ماجہِ ہٕنٛز اوٚنٛگٕج چیٖرٕ
3845,Herbivorous animals eat grass.,سبزی خور جاناوارچھِ سبٕز گاسٕہ کھٮ۪وان
3847,He is in grave danger of being attacked by the terrorists.,تٔمِس چُھ سخت خطرٕ زِ تس کرن مجٲہِد حملہٕ
3848,The graves are the reminders of great men.,مزار چُھاعظیٖم انسانن ہٕنٛز یاددِہٲنی کران
3849,The sky was gray with dark clouds.,آسمان اوس کرٛیٚہنہِ اوٚبرٕ کِنۍ سوٗرۍ گوٚمُت
3850,He is a great personality.,سُہ چُھ اَکھ اعظیٖم شخصیت
3851,Gandhiji was a great human being.,گانٛدی جی اوس اکھ اعظیٖم انسان
3852,Bose was greatly involved in the freedom movement.,بوس اوس پوٗرٕ پٲٹۍٗ تحریٖک آزٲدی سۭتۍ منسلک
3853,He was wearing a green shirt.,تٔمِس ٲس سبٕز کمیٖز لٲگِتھ
3854,The lawn is green.,آنٛگُن چُھ سبٕز
3855,They greeted the Prime Minister.,تٔمو کٔر وزیٖر اعلٰی ہس سلام
3856,The chief Minister sent his Diwali greetings to people.,وزیٖر اعلٰی ہن دِژ لوٗکن دیوالیہٕنٛز مبارکباد
3857,She has got grey hair.,تٔمِس چُھ سفیٖد مَس
